Number of parameters: 7
Number of responses: 0
index                     perm4                  perm5                  perm6                  perm7                  perm8                  perm9                  kmult
47        7.085967399129415e-15  3.762443461567987e-15    6.3684475176506e-15  7.644651148841917e-15  2.988192998379959e-15   6.50991157779085e-15      1.805244024239654
48        7.921621848683027e-15  6.854552441951506e-15  3.675582967720659e-16  5.291745467670446e-15  9.124521722573415e-16  1.709152379705577e-15      1.562786920231938
49        5.266547157657714e-15  5.011300744024525e-15  8.796322999002571e-15  3.332256678396165e-15  4.908441760122155e-15   3.95561560486418e-15      1.980521037796922
50        4.447429024780332e-15  7.434063144215957e-16  7.131433315990316e-15  1.914880854113377e-15    6.0936412873801e-16  3.862218679347297e-15     0.7326637560048643
51        7.764061691692787e-15   2.94892235528094e-15  6.090474459636131e-15  9.372854882342717e-15  7.777226125642885e-15  3.177327845017093e-15      1.596289104200863
52        6.935160689568843e-15  3.076510330083165e-15  5.546616510240026e-15  3.082391807739194e-16  7.316049850389945e-15  6.252233135344325e-15     0.8587162591328111
53        1.976876723673665e-15  2.153907571908071e-15  6.978072423309435e-15  8.943647651359356e-15  6.815337089076409e-15  2.972337425346546e-15      1.525463472705832
54        7.562372184608748e-16  6.060450184058035e-15  9.810690385488882e-15  1.273572105517689e-16  7.508415607599754e-15  4.926298445637147e-15     0.7007953401249589
55        7.264623467219875e-15  7.146609148079037e-15  9.697169340986941e-15  3.975720507340296e-15  6.011051628259754e-15  1.047804414020744e-15     0.7589234484573431
56        9.633789734769589e-15  5.062713231626284e-15   5.46936267739316e-15   2.21175538712858e-15  7.038651830858374e-15  3.106643575636595e-15      1.481375219056408
57        4.719595795976138e-15  1.031675717091211e-15  7.910678551967677e-15  1.038727947208265e-15  7.551174022925519e-15  2.788747189678375e-15     0.8035616694150018
58        5.989861346562332e-15  9.910865122818894e-15   4.88334112088676e-15  5.370807794128224e-15  7.050447893894006e-15  7.154623289021494e-15      1.884883160990655
59        6.402372947748259e-15  2.699505892137166e-15  5.843488798718212e-15  2.515535398201281e-15  3.654948808813708e-15  7.410128033441731e-15      1.812380537360976
60        9.883380892207663e-15  3.681229834891965e-15   5.31898464873586e-15  3.807464678170373e-15  1.662338135575729e-15  7.067191917317008e-15      1.257992461177683
61        7.166008159537556e-15  8.549845034616711e-15  9.954964050080682e-15  8.756812773209555e-15  9.456921615803448e-15  7.966496874773239e-15     0.9090944161097322
62        4.918491706377023e-15  3.648680092329955e-15  7.737079415021315e-15  5.311768955777752e-15  2.806151459408642e-15  3.096276847610852e-15      1.292332914815722
63         9.60781188371298e-15  2.782534707390657e-15  4.663767349193038e-15  1.184632986110391e-15   8.21245106523343e-15  4.435093529902575e-15      1.576108594184604
64        8.524253655231737e-15  9.622514392263865e-15  3.566453617509119e-15  1.657306565036916e-15  1.830202738143266e-16  8.187391948043778e-15     0.6458499775429993
65        1.053900921789167e-15  3.373644172325071e-15  4.234667584697549e-15  7.068645018326385e-15  6.245444591555832e-15  9.776211527228949e-15       0.87795646326068
66        9.029615388779213e-15  4.402760204836988e-15  3.020544026511553e-15  5.851144278525962e-16  4.878944648085456e-15  4.135936719484483e-15      1.375054805563767
67        5.605785385597469e-15  2.587216001492708e-15  9.779415288186402e-15  9.032172890165709e-15   3.21579162035717e-15   3.96303563509373e-15     0.6190700170665292
68        4.854992762252912e-16  2.751594392765601e-15  7.703983187116969e-15  6.183880747164509e-15  1.220586188311304e-15  6.396431237306921e-15     0.9239997211771843
69        1.902507016470887e-15  9.844638747264614e-15  8.329591555004807e-15  4.632936498872801e-15  6.144894437798244e-15  5.264094192233428e-15      1.100285145259559
70        8.622682639191197e-15  5.458038171023291e-15  8.546192324013165e-15  5.981567679191995e-15  8.029679153047429e-15  9.043777763220176e-15      1.188101189228045
71        9.012970768275977e-15  5.821934738481051e-15  3.344520168784249e-15  6.627110674229947e-16   1.52555047740203e-15  2.234692005073829e-15      1.025720269628893
72        6.015118193265822e-15  9.149269496709887e-15  4.683749623410427e-15  5.845970382918911e-15  1.508425588859734e-15   6.98120811311176e-15      1.582446434059881
73        5.676999076158535e-16  3.103314073344917e-15  3.962013229519472e-15  1.761899967275181e-15  9.664067057002821e-15  5.484856634477884e-15      1.510202965064311
74        3.300704614023555e-15  9.072849365352654e-15  2.385869816627988e-15  9.983779168393269e-15  3.447171943899727e-16  5.301529753653073e-15      1.493097828061792
75        2.364206063320943e-15  4.782731462111834e-15  3.977397322716805e-16  4.984208816437621e-15  9.384250843826873e-15  1.084256166017947e-15      1.088573832083837
76        3.063309036003352e-15  2.481944346301538e-15  6.245044379843607e-15  4.246457382300224e-15  1.721262644249266e-15  6.125911075443809e-15      1.469317575107009
77        6.063296940762373e-15  7.476815332650026e-15  2.592535848301473e-15  9.675145875171631e-15  8.567958076884268e-15  2.153081268336453e-15      1.046656402455944
78        7.999946189674648e-15  2.121691786679085e-15  6.409514795840318e-16  8.079725613271189e-15  8.124068556341685e-15  7.572142814782268e-16      1.191534635062237
79        9.336609718966934e-15  2.859048171670838e-15  4.444340561611682e-15   2.03840122099409e-15  4.119452351612786e-15  2.077195123568552e-15       1.93959426294498
80        1.103321471681791e-15  2.896492715204695e-15  2.372235235109132e-15  3.351915489666261e-15  3.501430437333673e-15  6.160074480628296e-16     0.7571258448007934
81         2.02889062383501e-15  2.570510541672075e-15  9.493949745717392e-15  8.089962213529546e-15  2.321314090191751e-15  5.469270099079151e-15     0.6435015209710124
82        8.030886891076643e-15  8.986401301128727e-15  2.627782357269102e-15  7.212836867206417e-15  7.902420830224624e-15  9.945928051792193e-15     0.8867393438464625
83        5.100956710846664e-15  9.259810892447677e-15  8.030450687440982e-15   9.30458150426504e-15  1.712886427794983e-15  7.042084721584188e-15      1.011579849599058
84        4.972490955991879e-15  8.147956775511289e-15  6.392215282328672e-15  7.303326769404041e-15  4.789802390497034e-15   2.53085859794025e-15      1.305298197510026
85        9.806573565050513e-15  9.185051903669723e-15   4.52841956360114e-15  3.835976129476125e-15  8.527759391504991e-15  7.693676231305092e-15       1.55198395422086
86        2.665463048731047e-15  1.970611364349992e-15  1.389048376130252e-15  2.120094332969505e-16  4.977480462481256e-15  7.721736767009713e-15      1.173012083586083
87        7.918359123201778e-15  7.564767397522388e-15  8.304620336427788e-15  4.763622804846279e-16  8.952061886809793e-15  8.266431647076727e-15     0.5466217905197845
88        9.582400233284691e-15  3.804633475591074e-15  5.667475143034744e-15  8.659357331113783e-16  5.379454204622849e-15  2.895816262992246e-15      1.746342641055414
89        4.722685835819872e-15  2.557179050804317e-15  5.510006326234472e-15  1.073357005127447e-16  8.501462788393638e-15  1.251167099597708e-15      1.154541412317097
90        6.373567980410803e-15  9.418871202181005e-15   7.10747899559256e-15  8.570915728124826e-15  5.975968405145196e-15  6.323774858346916e-15      1.753959056930643
91        5.717025954859379e-15  9.109520628015417e-15  1.102086468478877e-15  1.103177956652066e-15  5.699308583142899e-15  3.589152554263287e-15     0.8950767771121185
92        4.932649110575698e-15   8.86222140921284e-15   6.35743689000849e-15  8.867430205885707e-15  7.720605448069152e-15  4.751937939539795e-15      1.693502251605011
93         6.21229029760714e-15  6.296220281936511e-15  8.904572660264394e-15  4.059507142426748e-15   5.45916656036817e-16  8.500671975840307e-15      1.700731453310325
94        8.570898752763647e-15  2.621371065333769e-15  2.216987169242843e-15  3.559008179299792e-15  9.538797558052857e-16  9.091495818311623e-15     0.8513588059421218
95        9.306198893637643e-16  4.931737609528796e-15  5.892284095343594e-15  5.461725342651981e-15  5.281167757161582e-15  9.145968237043401e-15     0.7071322142923333
96        9.183499780120033e-15  9.042739229038012e-16  4.101205558089299e-15  9.561762220840748e-15  9.385854572054943e-16  5.681767316504457e-15      1.919152244085229
97         8.77371869251746e-15  8.786458916329668e-15  2.162909813149372e-15  9.343917410669824e-15  6.361103003759088e-15  3.626624133644656e-15      1.685032883689012
98        5.456294275784933e-15  8.226598834605051e-15    5.5483867457071e-16   6.38645853860176e-15  9.786458056417231e-15  9.027367677695459e-15      1.909999068565841
99        2.739714718749272e-15  9.972785896311276e-15  8.199399576422804e-15  4.082520903693894e-15  5.855371065393255e-17  6.007415969805913e-15      1.288522802557177
100       6.583048522580607e-16  9.339884968128277e-15    2.9587092449736e-15  3.940805604406748e-15  9.508048843629773e-15  1.556534335754801e-15     0.7270617551234263
101        3.55671331288911e-15  5.532318886344515e-15  2.792749293568976e-15  5.509653166457933e-15  1.278378503993332e-15  7.461016917730995e-15      1.722293714685819
102        3.94299354363811e-15  7.801289741211347e-15  9.037266446329037e-15  6.557735863887988e-15  5.811081636116358e-15  8.363813827318124e-15     0.7286777448551018
103       8.360420840810424e-15  7.338125956229292e-15  1.566813342301511e-15  3.592436562635512e-15  8.411952751472118e-15  8.684521675079377e-15       1.00504382431768
104       2.643530464152837e-15  3.317115155612905e-15  9.397773105079355e-16  4.269607191230323e-15  3.558789537333624e-15  5.210374256621307e-15     0.7113280509355526
105       6.755876055959216e-16    7.9275733372979e-15  9.511269040412889e-15  6.892542374371243e-16  6.749799153623158e-15  4.045048659850619e-15      1.210105806611701
106       6.269110561186318e-15  9.012583800196227e-15  8.704693640323917e-15  3.852999696400469e-15  7.007884617016952e-16  3.930051207627178e-15       1.24080571867497
107       3.006976063355691e-15  3.439976816610909e-15  3.064584912728111e-15  1.155104510495501e-15  9.234499149833765e-15  2.673857670104405e-15      1.814222193417595
108       2.857164522312133e-15  4.542980649991556e-15    9.1172777002833e-15  6.798255529649571e-15  2.443152518180129e-15  7.564755214635612e-15      1.357883825009849
109       7.618433511365119e-15  9.550703579249657e-15  9.646200391778648e-16  6.109708938916525e-15  7.713642693246887e-15    2.8535266560643e-15      1.069136697443466
110       2.414529837587277e-15  1.539876847734207e-15  2.119653312982426e-15  1.615509663036317e-15  7.066478568145946e-15  2.126299398846631e-15      1.175418909777972
111       9.064178441936043e-15  6.050779837206731e-15  3.785676988951915e-15  2.331772601323725e-15  8.616001900334678e-15  1.340808972853576e-15      1.169759386133554
112       8.976409582621455e-15  3.704965471801378e-15  4.704534285424875e-15  9.687114630953747e-15  9.123246227034333e-15   5.18230223070242e-15     0.9378914887164764
113       1.334904097771867e-15  9.947218709400932e-16  6.680567079553817e-15  6.402018048626955e-15  3.397907213807031e-15  3.341385391741704e-15      1.159470424678773
114       1.516843946956573e-15  8.700822948579502e-16  4.141197319887645e-15  4.338807666546548e-15  2.870857333458225e-15  4.792387691553362e-15      1.627812634702915
115       9.236944739015071e-15  9.291892863465752e-15  9.865641739247388e-15  7.280133824331422e-15  7.438666983594672e-15  8.639990892048984e-16      1.993353068389628
116       1.418705056631607e-15  6.980058659462133e-16    3.1596568234558e-16  6.949695310513145e-15  4.489194546239621e-15  4.074524379457763e-15      1.698768399396231
117       9.350164552867012e-15  2.396928735448745e-15  9.795820409812571e-15  1.222747083904248e-15  4.275976626490553e-16  3.464132044088446e-15      1.716291868479852
118       6.240080796130084e-15  1.687181507397437e-15  7.313118650910556e-15  6.867782978585362e-15   4.81387369149533e-15  7.662708934038094e-15      1.460482783599945
119       2.163121737804187e-15  2.831174039721675e-15  9.183272064807266e-15  6.234615310486549e-16  2.736271596689854e-15  6.449904770676459e-15      1.966878482906887
120       2.053895784848403e-15  2.375456288214701e-15   3.76926217516615e-15  3.366206253329996e-15  8.220419201881576e-15  6.368821583283217e-15      1.053571489971329
121       7.211364906835546e-15  4.771212227259562e-15  4.261677280959433e-15  5.143804555424166e-15  8.669406417799509e-15  9.907090168376809e-15      1.086328436822175
122       1.852140179178779e-15  2.668893806334961e-15   3.44716891102024e-15  2.691236121197841e-15  1.577286715012111e-15  9.191786145537785e-15      1.611300157832502
123       6.446697826176026e-15  3.355713027341348e-15  7.669072033827544e-15  6.203868228411096e-15  4.737458715612619e-15   9.29390992574837e-15      1.314596687437708
124       2.450171915013451e-15  5.914176206860981e-15   1.58825909871893e-15   4.23723386532993e-15  5.726952701764532e-15  2.053606515949653e-15      1.480150065700232
125       5.310433843471455e-15  5.865926271797579e-15  4.284657001324689e-15  4.898290218737929e-15  3.576969988312798e-15    4.9946374261913e-15      1.206679959079238
126       4.532302513054656e-15  2.664965667540974e-16  7.758273164507856e-15  1.801336925209948e-15  9.791844484218576e-16  4.587936069606617e-15      1.669829607805179
127       1.296271211351035e-15  2.432392814176125e-15  9.931405167927897e-15  9.278406247543562e-15  1.399361694215107e-15  5.513325872622107e-15      1.440859540461179
128       2.351531241528283e-15  8.979284818393774e-15  8.247972311958955e-15  8.731576558587593e-15   8.59079600114014e-15  4.880831513433445e-15      1.220999042584673
129       3.283124578734885e-16  4.156812821547181e-15  8.612270473846444e-15   9.43322047814647e-15  1.793648431016958e-15  4.725321860163346e-15      1.741959552892278
130       7.827081732446341e-15  6.744900682400638e-15  2.755629931895359e-15  7.355991928012394e-15   5.84866775562344e-16   9.93433584907169e-16      1.379749865972296
131       5.051469263979179e-15  6.891779973325289e-15  1.744867457162866e-15  9.338228963170416e-15  1.167703453222522e-17  5.332465137920252e-15      1.940466087140105
132       5.944443579815322e-15  7.421218366560574e-15  4.906873439389578e-15  5.218096501014406e-15  6.730485652928142e-15  7.018446481200099e-15     0.9199738805583608
133       6.589232786516623e-15  7.124488689264801e-15  7.342700060577959e-15  2.414765238523088e-15  1.750183272941751e-15   7.37001223396947e-15      1.452226017374166
134       8.938952511481527e-15  4.998333710821433e-15  2.711524856934595e-15   6.73295648630438e-15  5.648842664765527e-15  6.545481125258535e-15      1.955745010322131
135       6.864940872871954e-16  9.867646928073561e-15  2.261794471216106e-15  6.300039472655867e-15  2.102495093766784e-15  8.614246075564574e-15      1.962784145502266
136       3.581610952392638e-15  6.173316580473859e-15   1.14195609016725e-16  5.165351709547304e-15   3.96149483664782e-15  9.736947442863524e-15      1.213306669112983
137       3.032496927988945e-16  2.096278849991042e-15  9.367896925314094e-15  6.679140934613371e-15  3.096298141040282e-15  7.819406049971568e-15      1.832998254792641
138       7.846803685322065e-15  1.342283845873197e-15  7.881575577397425e-15  2.019502605779296e-15  8.537547195557432e-16  1.110003008584174e-15     0.8981373437554925
139       4.306958995827451e-15  5.356894633752771e-15  8.393067475782732e-15  6.478657605477142e-15  7.126150210301544e-15  9.505599910698037e-15      1.311000191854863
140       4.123550629773959e-15  3.921315366861001e-15  5.761809818377862e-15   6.36374905939864e-15  7.183711001535609e-15  5.718598693693024e-15     0.6216706217850035
141       5.373361230206029e-15  4.829427683528539e-15  7.803958647060188e-15  2.281642625944198e-15  6.344088185899525e-15  2.093150610771029e-15       0.72281690420627
142       1.275606604848297e-15   3.25348982099594e-15  7.203288717978788e-15  7.785281436473718e-16  5.277701390443795e-15   8.57323841252653e-15      1.396910426010578
143       9.315524743879051e-15  8.531917552779346e-15  1.675888673318463e-15  4.955658847340808e-15  9.055990980409964e-15  5.539692162907301e-15     0.9573746227139692
144       3.673203604290462e-15  7.410068388170174e-15  1.800258009968372e-15  5.646463538330678e-15  8.696063288838725e-15  3.226491082387072e-15      1.603454804155122
145       1.648311317880738e-15  1.414302771273686e-15  6.877437953723731e-15  1.440493486778523e-15   6.67318271017873e-15   6.29615433409887e-15      1.913269715088439
146       4.758780463324587e-15  8.484354782562751e-15  3.826986011976431e-17  3.398376931590144e-15  7.753797075566291e-15  9.175855949190793e-15      1.420994953534236
147       3.625422092652268e-15  3.769660505682649e-16  6.332921527501592e-16  8.372364010613445e-15  6.263334994622259e-15  7.788812589329872e-16      1.486533954794175
148       8.118190852039608e-15  1.819855804336041e-15  7.079491058860661e-15   7.78898107002627e-15  3.912597534049954e-15  1.530163068626557e-15     0.6817327793342268
149       5.931714767181682e-15  7.249826725994557e-15  3.695183522258515e-15  9.835018284177723e-15  2.831715415711491e-15  5.095266984907943e-15      1.887977667239726
150       5.633014683320348e-15    4.0565382153682e-15   1.78078927321429e-15  9.101930145422933e-15  1.050359022145763e-15  6.587495761113576e-15     0.5659837213113357
151       1.567561463128066e-15  3.179957621606982e-16  9.349889981524215e-15  6.349110910240217e-15  8.495662569926922e-15  5.655615008170809e-15      1.307763351493425
152       8.093200266161044e-15  8.077105305265775e-15  6.845692960150905e-15  7.625451569242657e-15   3.83530850926426e-15  8.774929987932698e-15      1.704277715615776
153       5.799584373561861e-15  3.745083855987982e-15   3.83851828742109e-15  5.445274186415774e-15  4.379555246844984e-15  4.719794671874069e-15     0.8024773692318363
154       9.854769851031557e-16  6.587625402791449e-15  1.450806396246043e-15  7.435151691519339e-16  4.665459860806347e-15  3.386313257846852e-15     0.6478690589920513
155       3.258678587416022e-15  4.709997700702641e-15  5.131527835483089e-15  5.593724151819421e-15    5.8290298855389e-15  2.197106622104127e-15      1.711226525012322
156       2.072768391465223e-15  3.278298626717179e-15  3.614371843991896e-15  9.902432521102812e-15  4.025574191373567e-15   3.41427491033946e-15     0.6883099460979102
157       5.067142632258261e-15  2.074875461619645e-15  2.235660953981743e-15    3.4184511669543e-15  2.010181267061054e-15  6.632053129971844e-15       1.54821962150607
158       4.330695223730187e-15  6.764010163602763e-15  8.437524797839151e-15  5.491774744361205e-15  5.051469395890099e-15  7.554706269467759e-15     0.7055054930386742
159       2.309887409014572e-15   3.19284957049249e-15  3.503092836947329e-15  1.482932400480118e-15  4.775625059720543e-15  7.914514282680651e-15     0.5910096546578716
160       7.252377913074532e-15  5.411707563687542e-15  5.074334579523282e-15  5.654941077918563e-16  3.375087274335021e-15  3.446073897979551e-15     0.9895872675636098
161       2.432012552634033e-15  9.826569236378584e-15  8.656062921398655e-15  3.629716469136141e-15  4.138549631670521e-16   8.22005183049979e-15      1.600730784838658
162       1.467637223308213e-15  8.532429624032873e-16  2.831229351428369e-15  3.259974633035762e-15  4.352680899363229e-15  4.618963574339951e-15     0.8446577338020643
163       5.385977032446905e-15  3.043261524199153e-15  1.693920191043468e-15  1.891068537988416e-15  5.101963527778658e-15  2.387710840886706e-15      1.821648245815652
164       4.600779722806645e-15  5.291034084577502e-15  6.223348541514199e-15  8.825826043281812e-15  4.444995437285752e-16  7.753796089796949e-15      1.360341724935503
165       4.468645854734206e-15  1.364339970486696e-15  6.560076213938908e-15  5.633551093630325e-15  1.838681081467752e-15   1.36815805354262e-15     0.7026392495993146
166       4.057501569689098e-15  3.670315030331267e-15  5.034230276849328e-15  3.099730281894878e-15   7.15636105899404e-15  4.294975811527544e-16      1.695408232868049
167        7.45431549714971e-15   3.46947303116894e-15  3.985560900583717e-15  2.157017759793433e-15  3.520432712489912e-15  1.148230978038616e-15      1.998086509077329
168       3.362002027479958e-15  1.079370623850452e-15  1.130024437442303e-15  8.265354702272441e-15  1.350326547137461e-15  9.846232622084507e-15     0.9002029055893165
169       9.756676602383734e-15  6.196581684717435e-15   3.42447647094969e-16  6.175818838519858e-15  3.123540102936206e-15  5.243497253095537e-15     0.5726223897661972
170       6.534789638524053e-15  2.192402610459189e-15  2.192923346213306e-15  5.815049127794556e-15  6.897816447177769e-15  7.450672576486915e-15      1.607421339019444
171       5.667807567793597e-15   1.38378319185704e-15  8.637982681969717e-15  2.896572693196384e-15  2.225494700388187e-15   5.00861342270383e-16      1.371988102785865
172       3.929371563275057e-15  8.204846249436397e-15  4.591192440866573e-15  9.781964841916028e-15  2.754522032738062e-16  9.804107529522132e-15      1.724492899512601
173         1.0020636428832e-15   1.24500081374173e-16    1.6300324065343e-15  6.006389576015432e-15  7.695588036155397e-15  7.066135252074646e-16      1.778681531407579
174       6.168080582261872e-15  4.847564846778168e-15  8.577671127702557e-15  2.864643584474706e-15  2.259741435116374e-15  6.803988796936493e-15     0.5363884644275041
175       5.404620251905702e-15  8.563199433072119e-15  4.925866149730528e-15  2.637121534947806e-15  4.308379323316184e-15  9.404404955460322e-15      1.017523213759945
176       6.825093194095876e-15  4.184764189676711e-15  3.941837066807721e-15  3.533374382498896e-15  8.771288902783156e-15  9.862702482555863e-15     0.8096852397622414
177        7.81432279962992e-15  5.997434055432284e-16  4.854390594346979e-15  6.193539509112915e-16  1.416253312250173e-16  6.704725835676813e-15      1.387690226006823
178       1.495252040045122e-15  2.761569803620093e-15   8.47805744939466e-15  1.676773098063521e-15  4.987980183390759e-15  2.013988676891267e-15     0.7836442048934525
179       3.621332936002376e-17  2.311302515862663e-17  2.940477493617053e-16  9.211596982710863e-15  5.244058275312952e-15  8.425296198680769e-15      1.533105784852188
180       3.733428753640373e-15  7.375019889033244e-15  8.527838937413445e-15  9.543723648298335e-15  3.253784986057506e-15   6.41440901557597e-15     0.5891548414343081
181       9.945908347299577e-15   1.91753963711503e-15  8.922760020909317e-15   2.42513961278721e-15  8.084004640644986e-15  2.769251034903621e-15     0.6254722726633215
182       7.684382574902032e-15  9.233995361098199e-15  2.993322316068516e-15  9.404128793038223e-15  3.733120382480232e-15  4.622599301355695e-15      1.870132545188229
